
"title","url","order","group","grouporder","section","sectionorder"

"Biography","/about/bio/","","","1","About","01"
    
      
"Cornish Gardens 88","/work/cornwall_pii/cornish_gardens/","1","Cornwall p.II","06","Work","02"
    
      
"Cornwall 58-65","/work/cornwall/cornwall_58-65/","1","Cornwall","01","Work","02"
    
      
"Figures 82","/work/figures/figures_82/","1","Figures","05","Work","02"
    
      
"Galloway Coast 72-74","/work/galloway/galloway_72-74/","1","Galloway & Scottish Coast","03","Work","02"
    
      
"Genovese Shadows","/work/italy/genovese_shadows/","1","Italy","10","Work","02"
    
      
"Lakeland Hills 72-74","/work/whale_moor/lakeland_hills/","1","Whale Moor & Lake District","02","Work","02"
    
      
"London","/work/london/","1","London","07","Work","02"
    
      
"Recent Works p.i","/work/recent/recent","1","Various Recent Works","14","Work","02"
    
      
"Sculpture & Painting","/work/sculpture_and_painting/","1","Sculpture & Painting","11","Work","02"
    
      
"Sculpture in Wood","/work/sculpture_pii/wood/","1","Sculpture","12","Work","02"
    
      
"Voices in the Mist 90-91","/work/whale_moor_piii/voices_in_the_mist/","1","Whale Moor & Lake District p.III","08","Work","02"
    
      
"Whale Moor & Lake District p.IV","/work/whale_moor_piv/","1","Whale Moor & Lake District p.IV","13","Work","02"
    
      
"Lakeland Hills & Streams 80-81","/work/whale_moor_pii/lakeland_hills_and_streams/","1","Whale Moor & Lake District p.II","04","Work","02"
    
      
"Cornwall 69, Wave","/work/cornwall/cornwall_wave/","2","Cornwall","01","Work","02"
    
      
"CV","/about/cv/","","","2","About","01"
    
      
"Figures on the Beach 83","/work/figures/figures_83/","2","Figures","05","Work","02"
    
      
"Florence","/work/italy/florence/","2","Italy","10","Work","02"
    
      
"Recent Works p.i","/work/recent/more","2","recent","14","Work","02"
    
      
"Lakes & Mountain Paths 85-87","/work/whale_moor_pii/mountain_paths/","2","Whale Moor & Lake District p.II","04","Work","02"
    
      
"Pebble Series 77-79","/work/galloway/pebble_series/","2","Galloway & Scottish Coast","03","Work","02"
    
      
"Coastal Scenes 88","/work/cornwall_pii/coastal_scenes/","2","Cornwall p.II","06","Work","02"
    
      
"Sculpture in Stone","/work/sculpture_pii/wood/","2","Sculpture","12","Work","02"
    
      
"Development of sculptural form 74-76","/work/whale_moor/sculptural_form/","2","Whale Moor & Lake District","02","Work","02"
    
      
"Vertiginous 97","/work/whale_moor_piii/vertiginous/","2","Whale Moor & Lake District p.III","08","Work","02"
    
      
"Cornwall 66-69","/work/cornwall/cornwall_66-69/","3","Cornwall","01","Work","02"
    
      
"Hebrides & Galloway 80","/work/galloway/hebrides_and_galloway/","3","Galloway & Scottish Coast","03","Work","02"
    
      
"Press","/about/press/","","","3","About","01"
    
      
"Red Path 98","/work/whale_moor_piii/red_path/","2","Whale Moor & Lake District p.III","08","Work","02"
    
      
"Killantringan, Galloway 85-86","/work/galloway/galloway_85-86/","4","Galloway & Scottish Coast","03","Work","02"
    
      
"Contact","/contact/","1","","contact.md","Contact","03"
    
      
"Home","/","","","","","index.md"
